plot	feature	tissue	feature_ID	non_redundant_feature_ID	platform	training_q	female_1w	female_2w	female_4w	female_8w	male_1w	male_2w	male_4w	male_8w		
	METAB;LUNG;citrate+isocitrate	LUNG	citrate+isocitrate	NA	metab-u-ionpneg	4.77E-02	-0.96925	-0.84127	-2.72176	-2.58189	-1.86115	-1.45486	-0.02358	-2.96116		
	METAB;ADRNL;citrulline	ADRNL	citrulline	NA	metab-u-hilicpos	6.03E-03	1.04678	0.61532	-1.02434	-2.27441	2.80468	2.20153	-0.60533	0.2139		
	METAB;OVARY;citrulline	OVARY	citrulline	NA	metab-u-hilicpos	1.65E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;LIVER;coenzyme A	LIVER	coenzyme A	NA	metab-t-acoa	1.13E-02	-3.47911	-2.56643	-1.85146	-1.72443	-1.11646	-2.29873	-2.38279	0.94128		
	METAB;WAT-SC;coenzyme A	WAT-SC	coenzyme A	NA	metab-t-acoa	4.06E-02	0.16313	-0.02552	-0.67853	0.88665	-2.21435	-2.37993	-2.53385	1.42135		
	METAB;PLASMA;corticosterone_feature1	PLASMA	corticosterone_feature1	NA	metab-u-lrppos	5.02E-03	0.84777	1.7495	1.05818	-2.15216	3.39936	2.52028	0.4197	1.78854		
	METAB;CORTEX;cotinine N-oxide	CORTEX	cotinine N-oxide	NA	metab-u-hilicpos	1.21E-10	4.88958	1.5616	-0.74235	0.23349	8	8	1.63603	2.26851		
	METAB;SMLINT;cotinine N-oxide	SMLINT	cotinine N-oxide	NA	metab-u-hilicpos	6.54E-03	0.44564	2.58769	2.82153	2.05063	4.19935	3.54714	3.39066	2.2054		
	METAB;SPLEEN;cotinine N-oxide	SPLEEN	cotinine N-oxide	NA	metab-u-hilicpos	1.14E-02	-2.45413	0.20844	-0.73608	-0.61823	3.63958	3.63957	4.17135	1.93338		
	METAB;WAT-SC;cotinine N-oxide	WAT-SC	cotinine N-oxide	NA	metab-u-hilicpos	3.78E-02	1.76908	1.02308	2.27704	-1.54282	-1.56481	0.92591	-0.61989	-0.64069		
	METAB;ADRNL;creatine	ADRNL	creatine	NA	metab-u-hilicpos	3.23E-02	-1.14529	-0.19297	-1.44814	-2.88132	3.38595	2.73816	1.1448	0.89001		
	METAB;ADRNL;metab-u-hilicpos:creatinine	ADRNL	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	2.05E-02	2.4113	2.60079	0.13526	-1.45512	1.96338	1.64984	0.32042	0.49917		
	METAB;CORTEX;metab-u-hilicpos:creatinine	CORTEX	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	9.60E-05	2.97398	0.77303	5.27216	0.67514	-2.15142	-0.93293	-1.34574	2.19681		
	METAB;HEART;metab-u-hilicpos:creatinine	HEART	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	1.66E-04	4.99781	4.09619	3.23392	0.47823	0.29577	3.54692	0.07665	1.87632		
	METAB;HEART;metab-u-ionpneg:creatinine	HEART	creatinine	metab-u-ionpneg:creatinine	metab-u-ionpneg	4.72E-02	-1.82213	-2.92561	-1.26652	0.44663	-0.73786	-1.60446	-0.76876	1.19179		
	METAB;HIPPOC;metab-u-hilicpos:creatinine	HIPPOC	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	1.64E-02	2.45866	1.68518	2.22011	1.05731	-1.06483	0.06848	-1.4183	2.86756		
	METAB;HYPOTH;metab-u-hilicpos:creatinine	HYPOTH	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	3.13E-02	0.43169	-0.10394	0.54472	-1.7986	-0.36518	-2.96994	-2.73399	0.60597		
	METAB;SPLEEN;metab-u-hilicpos:creatinine	SPLEEN	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	7.10E-03	1.81254	3.55201	1.92886	2.01109	1.85944	2.53423	4.55455	1.33494		
	METAB;TESTES;metab-u-hilicpos:creatinine	TESTES	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	3.55E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;VENACV;metab-u-hilicpos:creatinine	VENACV	creatinine	metab-u-hilicpos:creatinine	metab-u-hilicpos	4.52E-04	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;ADRNL;cyclohexylamine	ADRNL	cyclohexylamine	NA	metab-u-hilicpos	4.00E-03	3.68588	2.84789	-0.54354	-0.68084	1.92356	0.26447	0.2218	0.71012		
	METAB;LIVER;cyclohexylamine	LIVER	cyclohexylamine	NA	metab-u-hilicpos	3.83E-02	-3.19276	-2.21331	-0.18995	0.27982	0.67474	0.28936	0.66567	-1.46086		
	METAB;SKM-GN;cyclohexylamine	SKM-GN	cyclohexylamine	NA	metab-u-hilicpos	3.15E-05	-3.0938	-4.18657	-1.12136	-1.17955	-3.54844	-3.59333	2.33166	-0.15752		
	METAB;SKM-VL;cyclohexylamine	SKM-VL	cyclohexylamine	NA	metab-u-hilicpos	4.04E-04	4.27872	2.01094	0.26676	-0.08679	4.33411	1.85575	0.49773	1.59334		
	METAB;SMLINT;cyclohexylamine	SMLINT	cyclohexylamine	NA	metab-u-hilicpos	7.75E-03	1.34653	2.0805	3.15169	0.18422	1.4046	2.50903	2.94867	-0.74128		
	METAB;SPLEEN;cyclohexylamine	SPLEEN	cyclohexylamine	NA	metab-u-hilicpos	3.65E-03	-3.08532	-4.67591	-0.60261	-0.61739	-0.00082	1.71231	-1.05845	0.88802		
	METAB;WAT-SC;cyclohexylamine	WAT-SC	cyclohexylamine	NA	metab-u-hilicpos	1.36E-04	2.13284	2.56065	2.99138	0.04134	3.00836	2.43375	3.80806	-1.87945		
	METAB;HIPPOC;cystine	HIPPOC	cystine	NA	metab-u-hilicpos	5.26E-03	-3.21827	-3.0066	-0.05699	-1.49957	-2.57395	-2.48044	-2.34964	0.6997		
	METAB;SKM-VL;cystine	SKM-VL	cystine	NA	metab-u-hilicpos	1.82E-02	-0.77004	-2.13446	-1.14452	-0.51832	-3.47883	-2.15755	0.72907	-0.09884		
	METAB;SPLEEN;cystine	SPLEEN	cystine	NA	metab-u-hilicpos	3.66E-02	-1.68425	-1.37317	0.02429	0.83948	-0.12325	-0.7743	-0.85418	2.63527		
	METAB;ADRNL;cytidine	ADRNL	cytidine	NA	metab-u-hilicpos	1.41E-03	2.05656	2.48551	-0.35856	-0.9549	-0.22287	-0.38418	-0.15346	-4.22711		
	METAB;COLON;cytidine	COLON	cytidine	NA	metab-u-hilicpos	1.58E-02	-2.22113	-3.07171	-2.52977	-0.17258	2.17518	-0.50082	1.93553	2.14315		
	METAB;CORTEX;cytidine	CORTEX	cytidine	NA	metab-u-hilicpos	3.26E-02	-2.41571	-2.10941	-3.29235	-0.27703	0.80096	0.43107	-1.14194	-1.86915		
	METAB;HYPOTH;cytidine	HYPOTH	cytidine	NA	metab-u-hilicpos	6.66E-05	-0.00499	0.46286	0.61436	2.10241	6.85831	6.75885	8	2.38902		
	METAB;SKM-GN;cytidine	SKM-GN	cytidine	NA	metab-u-hilicpos	1.96E-02	0.76854	1.41626	-0.79757	-0.26767	2.73962	1.90384	0.64476	-1.90412		
	METAB;WAT-SC;dATP	WAT-SC	dATP	NA	metab-t-nuc	2.33E-02	0.99389	2.91229	0.106	1.61012	-1.05475	2.55226	0.80896	-0.37334		
	METAB;HEART;dCTP	HEART	dCTP	NA	metab-t-nuc	4.49E-04	3.38822	3.71993	1.70549	0.35664	3.68596	5.04855	2.9416	3.75508		
	METAB;WAT-SC;dCTP	WAT-SC	dCTP	NA	metab-t-nuc	3.75E-02	1.04389	3.12336	0.78845	1.65995	-2.10776	1.32982	-0.637	-1.29748		
	METAB;HEART;dTTP	HEART	dTTP	NA	metab-t-nuc	1.21E-03	3.37606	3.6696	0.0062	0.29681	1.903	3.39417	1	3.30709		
	METAB;WAT-SC;dTTP	WAT-SC	dTTP	NA	metab-t-nuc	1.20E-02	1.18292	3.39637	1.65692	0.8548	-0.96943	2.84912	1.20326	-0.201		
	METAB;SKM-GN;deoxycholate	SKM-GN	deoxycholate	NA	metab-u-rpneg	4.36E-02	1.98001	2.09804	0.11877	-2.14466	0.16384	0.03106	1.25066	0.64147		
	METAB;HIPPOC;deoxyguanosine	HIPPOC	deoxyguanosine	NA	metab-u-rppos	7.07E-03	-0.80727	-0.15484	-1.09944	-0.44581	-2.37132	-3.44839	-3.16798	1.83932		
	METAB;KIDNEY;deoxyguanosine	KIDNEY	deoxyguanosine	NA	metab-u-rppos	2.07E-02	-0.20511	-3.45979	1.56495	0.84659	1.04785	0.59341	1.11858	0.19984		
	METAB;LIVER;deoxyuridine	LIVER	deoxyuridine	NA	metab-u-ionpneg	4.27E-02	-1.15042	-2.09654	0.42146	0.92937	-1.55805	-3.0449	-0.44157	-1.82216		
	METAB;COLON;dimethylglycine	COLON	dimethylglycine	NA	metab-u-hilicpos	6.81E-03	0.94942	2.0164	-1.45311	-0.23443	1.60635	2.62588	0.32675	-1.65515		
	METAB;HEART;dimethylglycine	HEART	dimethylglycine	NA	metab-u-hilicpos	8.10E-03	1.94466	1.86562	-1.58742	-0.61411	-0.43225	1.86311	-1.94616	0.53641		
	METAB;SPLEEN;dimethylglycine	SPLEEN	dimethylglycine	NA	metab-u-hilicpos	4.30E-03	0.46782	2.4276	-0.12776	-0.22719	2.31572	3.39599	2.10917	-1.37881		
	METAB;ADRNL;ectoine	ADRNL	ectoine	NA	metab-u-hilicpos	1.15E-02	3.76903	3.42637	-0.59102	-0.02892	0.56026	0.31655	-0.22125	-0.12047		
	METAB;BAT;ectoine	BAT	ectoine	NA	metab-u-hilicpos	1.73E-03	4.63292	3.54403	-0.2402	0.56392	1.01243	1.61543	-0.48022	-0.51178		
	METAB;COLON;ectoine	COLON	ectoine	NA	metab-u-hilicpos	4.29E-02	2.57685	0.71515	-1.34227	-0.79951	1.35731	1.40638	0.30199	-0.52277		
	METAB;CORTEX;ectoine	CORTEX	ectoine	NA	metab-u-hilicpos	5.42E-10	8	8	0.26613	1.6235	0.85419	2.03762	-0.08243	0.14241		
	METAB;HEART;ectoine	HEART	ectoine	NA	metab-u-hilicpos	5.76E-06	8	6.28451	-0.43804	1.31723	0.55451	0.59659	-1.25423	0.89647		
	METAB;HIPPOC;ectoine	HIPPOC	ectoine	NA	metab-u-hilicpos	7.41E-10	8	8	-1.34609	1.87476	1.81327	1.16072	0.67165	0.41893		
	METAB;HYPOTH;ectoine	HYPOTH	ectoine	NA	metab-u-hilicpos	3.59E-06	8	7.16095	-1.0192	0.61777	-0.19112	-0.11109	-1.10522	-0.00636		
	METAB;OVARY;ectoine	OVARY	ectoine	NA	metab-u-hilicpos	2.26E-02	NA	NA	NA	NA	NA	NA	NA	NA		
X	METAB;SKM-GN;ectoine	SKM-GN	ectoine	NA	metab-u-hilicpos	3.51E-11	8	8	-1.70062	1.1093	1.54915	0.74957	-1.22157	0.39064		
	METAB;SKM-VL;ectoine	SKM-VL	ectoine	NA	metab-u-hilicpos	5.22E-09	8	8	-3.94537	0.06572	1.32057	0.68303	-0.67909	0.72999		
	METAB;SPLEEN;ectoine	SPLEEN	ectoine	NA	metab-u-hilicpos	7.68E-07	7.92908	6.72435	-0.94299	0.27945	2.03624	1.48431	0.33124	0.20812		
	METAB;WAT-SC;ectoine	WAT-SC	ectoine	NA	metab-u-hilicpos	7.73E-03	3.51306	3.27332	-0.47783	-0.05814	1.59893	0.54586	-0.4943	-0.05315		
	METAB;HEART;epibrassinolide+HCOOH	HEART	epibrassinolide+HCOOH	NA	metab-u-rpneg	4.07E-02	-1.43606	-0.93167	-0.55496	1.44663	-1.74674	-1.91259	-1.75522	1.17058		
	METAB;BAT;erythrose 4-phosphate	BAT	erythrose 4-phosphate	NA	metab-u-ionpneg	2.63E-02	3.64967	3.65847	2.92484	2.54036	1.50623	0.80426	-0.12272	-1.80527		
	METAB;SKM-GN;erythrose 4-phosphate	SKM-GN	erythrose 4-phosphate	NA	metab-u-ionpneg	2.25E-03	-1.921	-2.23674	-3.43433	-0.53672	0.77111	0.35548	-0.00834	-3.70229		
	"METAB;HEART;fructose 1,6-biphosphate"	HEART	"fructose 1,6-biphosphate"	NA	metab-u-ionpneg	3.80E-02	-1.19826	-3.13062	-1.02231	-0.39652	0.93576	3.3303	0.50072	1.05218		
	METAB;KIDNEY;fructose 6-phosphate	KIDNEY	fructose 6-phosphate	NA	metab-u-ionpneg	1.54E-03	-2.07887	-3.95193	-0.50955	-0.90945	-3.19624	-4.32727	-2.33402	-1.08787		
	METAB;LIVER;fructose 6-phosphate	LIVER	fructose 6-phosphate	NA	metab-u-ionpneg	3.19E-02	0.87308	0.52138	3.04313	3.86063	1.27606	-0.14115	1.50042	0.73329		
	METAB;LUNG;fructose 6-phosphate	LUNG	fructose 6-phosphate	NA	metab-u-ionpneg	9.13E-03	-3.62638	-3.74012	-2.6676	0.27948	-1.40255	-0.33566	0.51528	0.59826		
	METAB;SKM-GN;fructose 6-phosphate	SKM-GN	fructose 6-phosphate	NA	metab-u-ionpneg	1.48E-02	-1.02146	-1.69016	-2.8228	-0.087	1.4989	0.9215	0.91548	-2.44029		
	METAB;KIDNEY;gamma-Aminobutyric acid	KIDNEY	gamma-Aminobutyric acid	NA	meta-reg	9.85E-05	-2.08497	-1.3536	-1.40051	-0.41828	-0.70271	0.07916	-0.03217	-1.41844		
	METAB;PLASMA;gamma-Aminobutyric acid	PLASMA	gamma-Aminobutyric acid	NA	meta-reg	9.37E-03	1.07163	1.38599	1.95783	-3.20566	0.78983	1.02694	-0.27065	-2.25783		
	METAB;KIDNEY;gamma-Glutamylisoleucine	KIDNEY	gamma-Glutamylisoleucine	NA	meta-reg	1.92E-05	-3.04555	-1.72006	-0.01396	2.56275	-3.72693	-3.19799	-0.81515	-0.93263		
	METAB;HEART;gamma-Glutamylleucine	HEART	gamma-Glutamylleucine	NA	meta-reg	5.09E-06	1.71638	1.92295	1.95531	1.69043	2.86283	3.31264	2.50873	3.01067		
	METAB;BAT;gamma-glutamyltyrosine	BAT	gamma-glutamyltyrosine	NA	metab-u-rppos	6.71E-03	-3.22927	-0.50476	-3.12612	-2.15951	-0.77714	0.01284	-1.83376	-3.42073		
	METAB;KIDNEY;gamma-glutamyltyrosine	KIDNEY	gamma-glutamyltyrosine	NA	metab-u-rppos	2.57E-02	-1.99452	-0.4853	1.4944	1.4846	-1.8913	-1.38051	0.66915	0.3587		
	METAB;HEART;gibberellic acid	HEART	gibberellic acid	NA	metab-u-rpneg	2.75E-02	-1.43388	-0.94941	-0.45839	1.40322	-1.64547	-2.43512	-1.8803	1.09678		
	METAB;BAT;gluconate	BAT	gluconate	NA	metab-u-ionpneg	1.28E-03	-6.64058	-4.4406	-3.46085	-6.23195	-1.13241	-0.30338	-1.3467	-0.60019		
	METAB;HEART;gluconate	HEART	gluconate	NA	metab-u-ionpneg	4.79E-03	4.35162	1.538	0.33489	-0.47719	0.26062	0.80241	1.53012	2.46576		
	METAB;ADRNL;glutamate	ADRNL	glutamate	NA	metab-u-hilicpos	9.37E-03	0.7339	-0.31614	-1.8509	-3.07925	0.08008	-2.58234	-1.84917	-2.74454		
	METAB;SKM-VL;glutamate	SKM-VL	glutamate	NA	metab-u-hilicpos	2.36E-02	-0.5288	1.65446	0.35502	1.23723	2.31184	0.90856	4.12782	3.09146		
	METAB;HEART;glutamate-13C5	HEART	glutamate-13C5	NA	metab-u-rpneg	2.53E-02	-1.85497	-1.45949	-1.10849	0.98259	-1.83184	-2.48738	-2.08816	0.62044		
	METAB;ADRNL;glutamine	ADRNL	glutamine	NA	metab-u-hilicpos	4.71E-03	0.76861	0.27816	-1.35206	-3.54523	1.03938	0.22441	-1.723	-2.02435		
	METAB;OVARY;glutamine	OVARY	glutamine	NA	metab-u-hilicpos	3.48E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;BAT;glutathione	BAT	glutathione	NA	metab-u-ionpneg	1.50E-02	1.9753	2.10813	0.63759	0.50612	3.97974	4.30962	3.58505	2.16225		
	METAB;HEART;glutathione reduced	HEART	glutathione reduced	NA	metab-u-hilicpos	2.33E-02	-1.41611	-1.07195	-1.76171	-1.70803	2.8564	2.44544	3.18721	-0.74806		
	METAB;SKM-VL;glutathione reduced	SKM-VL	glutathione reduced	NA	metab-u-hilicpos	8.23E-03	-1.07333	-0.76326	-2.92759	-2.5174	1.37837	1.78694	-0.75998	-2.33906		
	METAB;SPLEEN;glutathione reduced	SPLEEN	glutathione reduced	NA	metab-u-hilicpos	3.25E-02	0.36972	0.60897	-0.94439	0.01141	-2.76883	-3.45534	-2.74018	0.06016		
	METAB;VENACV;glutathione reduced	VENACV	glutathione reduced	NA	metab-u-hilicpos	4.78E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;HEART;glycerol 3-phosphate	HEART	glycerol 3-phosphate	NA	metab-u-ionpneg	1.52E-02	-3.15508	-3.01078	-1.69339	-0.1926	-1.89278	-2.56938	-1.96834	-0.00937		
	METAB;OVARY;glycine	OVARY	glycine	NA	metab-u-hilicpos	3.98E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;SKM-VL;glycine	SKM-VL	glycine	NA	metab-u-hilicpos	3.15E-02	-0.39877	-0.56634	-2.61295	-3.52212	-0.36256	0.05791	-0.93257	-2.11701		
	METAB;HIPPOC;glycocholate	HIPPOC	glycocholate	NA	metab-u-rppos	4.82E-03	0.7268	-0.89797	-0.12433	-0.64924	-4.29327	-2.75678	-5.03407	-0.38931		
	METAB;HEART;glycohyocholate	HEART	glycohyocholate	NA	metab-u-rpneg	4.39E-02	0.20911	-1.76297	-0.13055	-0.24371	-2.67824	-1.55495	-3.96621	-0.59084		
	METAB;KIDNEY;glycohyocholate	KIDNEY	glycohyocholate	NA	metab-u-rpneg	4.29E-02	-0.84855	-2.09288	-0.0891	-0.50405	-2.50561	-1.00864	-3.84813	-0.70195		
	METAB;LIVER;glycohyocholate	LIVER	glycohyocholate	NA	metab-u-rpneg	2.45E-03	-2.19322	-3.20069	0.81832	0.97628	-1.46728	-0.77569	-3.10253	-0.42368		
	METAB;PLASMA;glycohyocholate	PLASMA	glycohyocholate	NA	metab-u-rpneg	2.57E-02	-1.0601	-2.37986	-0.37084	-0.42171	-2.70224	-1.1509	-3.62498	-0.42774		
	METAB;SKM-GN;glycohyocholate	SKM-GN	glycohyocholate	NA	metab-u-rpneg	2.73E-02	-1.8696	-3.16305	-1.07773	0.10257	-2.3893	-1.01595	-2.70614	-0.41137		
	METAB;WAT-SC;glycohyocholate	WAT-SC	glycohyocholate	NA	metab-u-rpneg	6.77E-03	-1.83732	-2.57316	-0.01588	0.60241	-2.28618	-1.07859	-3.74661	-0.38966		
	METAB;HEART;glycohyodeoxycholate	HEART	glycohyodeoxycholate	NA	metab-u-rpneg	3.85E-02	3.01077	2.43763	-0.63344	0.06066	0.82213	1.34726	-0.53637	0.80011		
	METAB;LUNG;glycohyodeoxycholate	LUNG	glycohyodeoxycholate	NA	metab-u-rpneg	1.23E-02	3.6159	3.0525	0.16578	-0.21437	1.70954	2.00214	0.81047	0.33036		
	METAB;PLASMA;glycohyodeoxycholate	PLASMA	glycohyodeoxycholate	NA	metab-u-rpneg	3.79E-02	2.65525	2.67768	-0.24877	-0.21657	0.45988	1.51373	-0.18836	-0.40563		
	METAB;HEART;glycoursodeoxycholate	HEART	glycoursodeoxycholate	NA	metab-u-rpneg	4.41E-02	2.98772	2.4251	-0.53096	0.07837	0.83412	1.27169	-0.61914	0.77607		
	METAB;KIDNEY;glycoursodeoxycholate	KIDNEY	glycoursodeoxycholate	NA	metab-u-rpneg	1.58E-02	2.79198	2.51575	-0.54501	-0.77306	0.61133	1.87595	-0.45963	-0.30199		
	METAB;LUNG;glycoursodeoxycholate	LUNG	glycoursodeoxycholate	NA	metab-u-rpneg	1.14E-02	3.57623	3.00583	0.13055	-0.22797	1.69873	1.98392	0.77327	0.36626		
	METAB;ADRNL;guanidinoacetate	ADRNL	guanidinoacetate	NA	metab-u-hilicpos	3.78E-03	-1.8566	-2.49497	-2.78649	-3.87417	3.37125	2.86469	-0.29486	0.98069		
	METAB;BAT;guanidinoacetate	BAT	guanidinoacetate	NA	metab-u-hilicpos	1.58E-03	-1.33989	-1.00262	-1.3424	-0.26806	-0.92337	-2.20528	0.11257	4.91167		
	METAB;HEART;guanidinoacetate	HEART	guanidinoacetate	NA	metab-u-hilicpos	1.22E-02	1.18977	-0.9266	-2.36605	-2.44157	-1.35539	-0.84999	-3.34749	-1.04525		
	METAB;HYPOTH;guanidinoacetate	HYPOTH	guanidinoacetate	NA	metab-u-hilicpos	4.85E-02	-1.47728	-2.06442	0.02306	1.61111	-0.26746	0.24061	0.46316	2.15896		
	METAB;PLASMA;guanidinoacetate	PLASMA	guanidinoacetate	NA	metab-u-hilicpos	4.21E-02	2.74869	0.72086	-0.71992	0.1197	1.56118	1.28016	-1.02279	1.49702		
	METAB;SPLEEN;guanidinoacetate	SPLEEN	guanidinoacetate	NA	metab-u-hilicpos	1.93E-02	-0.38471	0.61555	0.19164	1.55096	1.76145	0.79331	1.48094	4.77257		
	METAB;LIVER;guanidinosuccinate	LIVER	guanidinosuccinate	NA	metab-u-hilicpos	6.05E-05	-1.65247	-2.88126	1.62165	0.1245	-1.4976	-2.636	0.20004	-5.27735		
	METAB;BAT;guanine	BAT	guanine	NA	metab-u-rppos	1.65E-02	-4.00185	-5.28976	-4.36566	-3.09882	-1.21856	-1.589	-0.48467	-0.26944		
	METAB;KIDNEY;guanine	KIDNEY	guanine	NA	metab-u-rppos	1.07E-03	3.32285	2.42662	1.17668	0.23651	4.01788	3.07563	0.61715	-0.37116		
	METAB;BAT;guanosine	BAT	guanosine	NA	metab-u-hilicpos	1.19E-02	-1.69244	-2.05316	0.64997	0.8866	-1.24868	-2.59055	-1.01269	1.33098		
	METAB;CORTEX;guanosine	CORTEX	guanosine	NA	metab-u-hilicpos	5.81E-03	-3.30143	-2.36142	-3.21869	0.68421	0.48007	0.36819	-1.8775	-1.48414		
	METAB;HIPPOC;guanosine	HIPPOC	guanosine	NA	metab-u-hilicpos	3.01E-05	-4.28771	-3.83437	-1.95682	-0.7919	-3.26364	-4.46247	-5.13005	-0.47868		
	METAB;LIVER;guanosine	LIVER	guanosine	NA	metab-t-nuc	9.91E-03	0.06001	1.4696	-1.94521	-2.08493	-3.07765	-2.18186	-3.38386	-2.17493		
	METAB;TESTES;guanosine	TESTES	guanosine	NA	metab-u-hilicpos	2.76E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;LIVER;hexose	LIVER	hexose	NA	metab-u-ionpneg	3.13E-02	-0.01031	-0.85294	0.93839	2.24376	-1.39188	-3.68576	-1.26738	-1.73574		
	METAB;KIDNEY;hexose phosphate	KIDNEY	hexose phosphate	NA	metab-u-ionpneg	7.24E-04	-2.23966	-3.9607	-0.7411	-0.7755	-3.57708	-4.7341	-2.38576	-1.23835		
	METAB;LIVER;hexose phosphate	LIVER	hexose phosphate	NA	metab-u-ionpneg	3.13E-02	1.02471	0.28322	2.78958	3.78952	0.83327	-0.53941	1.56406	0.17244		
	METAB;LUNG;hexose phosphate	LUNG	hexose phosphate	NA	metab-u-ionpneg	1.33E-03	-4.50559	-3.68233	-2.64996	0.30308	-2.00892	-2.20654	-0.14025	-0.09621		
	METAB;SKM-GN;hexose phosphate	SKM-GN	hexose phosphate	NA	metab-u-ionpneg	1.45E-02	-1.32441	-1.95194	-2.95639	-0.36208	1.30231	0.84757	0.6915	-2.6977		
	METAB;HYPOTH;hippurate	HYPOTH	hippurate	NA	metab-u-hilicpos	2.26E-02	-1.87314	-2.02335	-1.49533	-2.57339	-1.74834	-3.29261	-3.09833	0.66749		
	METAB;OVARY;hippurate	OVARY	hippurate	NA	metab-u-hilicpos	2.52E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;SPLEEN;hippurate	SPLEEN	hippurate	NA	metab-u-hilicpos	5.23E-03	-3.04601	-0.68094	-0.95512	0.92367	-2.60536	0.91897	0.96487	-0.38277		
	METAB;TESTES;hippurate	TESTES	hippurate	NA	metab-u-hilicpos	2.31E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;VENACV;hippurate	VENACV	hippurate	NA	metab-u-hilicpos	4.38E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;ADRNL;histamine	ADRNL	histamine	NA	metab-u-hilicpos	5.00E-03	0.4502	0.3704	-0.32159	-2.86388	2.84603	2.56194	-0.85643	2.21955		
	METAB;HYPOTH;histamine	HYPOTH	histamine	NA	metab-u-hilicpos	1.68E-02	-3.05999	-1.32272	1.35725	-1.12427	-2.65432	-0.98995	-2.15202	-0.36674		
	METAB;ADRNL;histidine	ADRNL	histidine	NA	metab-u-hilicpos	5.13E-04	1.50317	0.92747	-2.34988	-1.67608	2.70146	2.52654	1.86053	-1.77364		
	METAB;HYPOTH;histidine	HYPOTH	histidine	NA	metab-u-hilicpos	2.03E-03	1.49354	0.48779	1.58137	2.03019	4.03908	5.77917	5.97999	2.22195		
	METAB;ADRNL;homoarginine	ADRNL	homoarginine	NA	metab-u-hilicpos	1.74E-02	2.29979	3.20261	-0.48919	0.19802	-1.90116	-0.95129	0.85928	0.18275		
	METAB;CORTEX;homoarginine	CORTEX	homoarginine	NA	metab-u-hilicpos	3.73E-02	1.30229	1.37021	-1.63206	-0.71631	2.05022	1.41574	0.32975	3.03062		
	METAB;HEART;homoarginine	HEART	homoarginine	NA	metab-u-hilicpos	3.87E-03	2.39241	2.70094	0.17131	0.48432	2.25742	2.58139	1.34936	4.88282		
	METAB;HYPOTH;homoarginine	HYPOTH	homoarginine	NA	metab-u-hilicpos	1.12E-02	2.05875	2.02679	-1.02312	-0.00667	2.55363	2.96138	4.03433	3.6269		
	METAB;KIDNEY;homoarginine	KIDNEY	homoarginine	NA	metab-u-hilicpos	1.82E-02	0.92594	2.33659	-1.27583	-0.22355	2.77913	1.81147	2.9922	3.26546		
	METAB;LIVER;homoarginine	LIVER	homoarginine	NA	metab-u-hilicpos	3.20E-05	2.53981	2.86446	-0.61596	-0.41879	0.13187	-1.52634	0.53488	4.89513		
	METAB;OVARY;homoarginine	OVARY	homoarginine	NA	metab-u-hilicpos	4.72E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;PLASMA;homoarginine	PLASMA	homoarginine	NA	metab-u-hilicpos	1.03E-03	3.69783	3.34324	-0.644	-0.26564	3.2256	1.92395	2.52958	2.82557		
	METAB;SKM-GN;homoarginine	SKM-GN	homoarginine	NA	metab-u-hilicpos	4.63E-02	2.26959	2.02889	-1.2536	-0.49713	1.67794	0.5664	0.23484	1.65485		
	METAB;SPLEEN;homocitrulline	SPLEEN	homocitrulline	NA	metab-u-hilicpos	2.70E-02	-1.10354	-0.41249	-2.135	-1.38318	-2.06192	-1.55101	2.06323	0.68979		
	METAB;HEART;homocysteate	HEART	homocysteate	NA	metab-u-ionpneg	1.80E-03	0.22683	1.63228	-1.73777	0.15604	-2.98616	-2.16678	-2.36635	1.84889		
	METAB;COLON;homocysteine	COLON	homocysteine	NA	metab-u-hilicpos	2.11E-02	0.2935	1.37875	-0.16061	0.39823	2.47199	3.61244	0.03755	-0.71274		
	METAB;PLASMA;homocysteine	PLASMA	homocysteine	NA	metab-u-hilicpos	3.23E-03	1.88217	1.68006	-0.47786	-1.85993	0.03081	1.30249	-0.32517	-2.95556		
	METAB;BAT;hydroxyindole acetate	BAT	hydroxyindole acetate	NA	metab-u-rpneg	3.08E-02	-1.06756	-0.75223	-2.11167	-2.78839	0.55229	0.03221	-0.44184	-3.22655		
